Castellón/Castelló,Els Ports,12091,Portell de Morella
Castellón/Castelló,El Alto Mijares,12092,Puebla de Arenoso
Castellón/Castelló,El Baix Maestrat,12093,"Pobla de Benifassà, la"
Castellón/Castelló,La Plana Alta,12094,"Pobla Tornesa, la"
Castellón/Castelló,La Plana Baixa,12095,Ribesalbes
Castellón/Castelló,El Baix Maestrat,12096,Rossell
Castellón/Castelló,El Alto Palancia,12097,Sacañet
Castellón/Castelló,El Baix Maestrat,12098,"Salzadella, la"
Castellón/Castelló,El Baix Maestrat,12099,Sant Jordi/San Jorge
Castellón/Castelló,El Baix Maestrat,12100,Sant Mateu
Castellón/Castelló,El Baix Maestrat,12101,San Rafael del Río
Castellón/Castelló,El Baix Maestrat,12102,Santa Magdalena de Pulpis
Castellón/Castelló,L'Alt Maestrat,12103,"Serratella, la"
Castellón/Castelló,El Alto Palancia,12104,Segorbe
Castellón/Castelló,La Plana Alta,12105,Sierra Engarcerán
Castellón/Castelló,El Alto Palancia,12106,Soneja
Castellón/Castelló,El Alto Palancia,12107,Sot de Ferrer
Castellón/Castelló,La Plana Baixa,12108,Suera/Sueras
Castellón/Castelló,La Plana Baixa,12109,Tales
Castellón/Castelló,El Alto Palancia,12110,Teresa
Castellón/Castelló,L'Alt Maestrat,12111,Tírig
Castellón/Castelló,Els Ports,12112,Todolella
Castellón/Castelló,El Alto Mijares,12113,Toga
Castellón/Castelló,El Alto Palancia,12114,Torás
Castellón/Castelló,El Alto Palancia,12115,"Toro, El"
Castellón/Castelló,El Alto Mijares,12116,Torralba del Pinar
Castellón/Castelló,La Plana Alta,12117,Torreblanca
Castellón/Castelló,El Alto Mijares,12118,Torrechiva
Castellón/Castelló,L'Alt Maestrat,12119,"Torre d'en Besora, la"
Castellón/Castelló,La Plana Alta,12120,"Torre d'en Doménec, la"
Castellón/Castelló,El Baix Maestrat,12121,Traiguera
Castellón/Castelló,L'Alcalatén,12122,"Useres, les/Useras"
Castellón/Castelló,El Alto Mijares,12123,Vallat
Castellón/Castelló,La Plana Alta,12124,Vall d'Alba
Castellón/Castelló,El Alto Palancia,12125,Vall de Almonacid
Castellón/Castelló,La Plana Baixa,12126,"Vall d'Uixó, la"
Castellón/Castelló,Els Ports,12127,Vallibona
Castellón/Castelló,La Plana Alta,12128,Vilafamés
Castellón/Castelló,Els Ports,12129,Vilafranca/Villafranca del Cid
Castellón/Castelló,El Alto Mijares,12130,Villahermosa del Río
Castellón/Castelló,El Alto Mijares,12131,Villamalur
Castellón/Castelló,La Plana Alta,12132,Vilanova d'Alcolea
Castellón/Castelló,El Alto Mijares,12133,Villanueva de Viver
Castellón/Castelló,L'Alt Maestrat,12134,Vilar de Canes
Castellón/Castelló,La Plana Baixa,12135,Vila-real
Castellón/Castelló,La Plana Baixa,12136,"Vilavella, la"
Castellón/Castelló,Els Ports,12137,Villores
Castellón/Castelló,El Baix Maestrat,12138,Vinaròs
Castellón/Castelló,L'Alt Maestrat,12139,Vistabella del Maestrat
Castellón/Castelló,El Alto Palancia,12140,Viver
Castellón/Castelló,Els Ports,12141,Zorita del Maestrazgo
Castellón/Castelló,El Alto Mijares,12142,Zucaina
Castellón/Castelló,La Plana Baixa,12901,"Alqueries, les/Alquerías del Niño Perdido"
Castellón/Castelló,La Plana Alta,12902,Sant Joan de Moró
Valencia/València,El Rincón de Ademuz,46001,Ademuz
Valencia/València,La Safor,46002,Ador
Valencia/València,La Vall d'Albaida,46003,Atzeneta d'Albaida
Valencia/València,La Vall d'Albaida,46004,Agullent
Valencia/València,L'Horta Sud,46005,Alaquàs
Valencia/València,La Vall d'Albaida,46006,Albaida
Valencia/València,L'Horta Sud,46007,Albal
Valencia/València,La Ribera Baixa,46008,Albalat de la Ribera
Valencia/València,L'Horta Nord,46009,Albalat dels Sorells
Valencia/València,El Camp de Morvedre,46010,Albalat dels Tarongers
Valencia/València,La Ribera Alta,46011,Alberic
Valencia/València,La Hoya de Buñol,46012,Alborache
Valencia/València,L'Horta Nord,46013,Alboraia/Alboraya
Valencia/València,L'Horta Nord,46014,Albuixech
Valencia/València,L'Horta Sud,46015,Alcàsser
Valencia/València,La Ribera Alta,46016,Alcàntera de Xúquer
Valencia/València,La Ribera Alta,46017,Alzira
Valencia/València,Los Serranos,46018,Alcublas
Valencia/València,La Ribera Alta,46019,"Alcúdia, l'"
Valencia/València,La Costera,46020,"Alcúdia de Crespins, l'"
Valencia/València,L'Horta Sud,46021,Aldaia
Valencia/València,L'Horta Sud,46022,Alfafar
Valencia/València,La Safor,46023,Alfauir
Valencia/València,El Camp de Morvedre,46024,Alfara de la Baronia
Valencia/València,L'Horta Nord,46025,Alfara del Patriarca
Valencia/València,La Ribera Alta,46026,Alfarb
Valencia/València,La Vall d'Albaida,46027,Alfarrasí
Valencia/València,El Camp de Morvedre,46028,Algar de Palància
Valencia/València,La Ribera Alta,46029,Algemesí
Valencia/València,El Camp de Morvedre,46030,Algímia d'Alfara
Valencia/València,La Ribera Alta,46031,Alginet
Valencia/València,L'Horta Nord,46032,Almàssera
Valencia/València,La Safor,46033,Almiserà
Valencia/València,La Safor,46034,Almoines
Valencia/València,La Ribera Baixa,46035,Almussafes
Valencia/València,Los Serranos,46036,Alpuente
Valencia/València,La Safor,46037,"Alqueria de la Comtessa, l'"
Valencia/València,Los Serranos,46038,Andilla
Valencia/València,La Canal de Navarrés,46039,Anna
Valencia/València,La Ribera Alta,46040,Antella
Valencia/València,Los Serranos,46041,Aras de los Olmos
Valencia/València,La Vall d'Albaida,46042,Aielo de Malferit
Valencia/València,La Vall d'Albaida,46043,Aielo de Rugat
Valencia/València,El Valle de Cofrentes-Ayora,46044,Ayora
Valencia/València,La Costera,46045,Barxeta
Valencia/València,La Safor,46046,Barx
Valencia/València,La Vall d'Albaida,46047,Bèlgida
Valencia/València,La Safor,46048,Bellreguard
Valencia/València,La Vall d'Albaida,46049,Bellús
Valencia/València,Los Serranos,46050,Benagéber
Valencia/València,El Camp de Túria,46051,Benaguasil
Valencia/València,El Camp de Morvedre,46052,Benavites
Valencia/València,La Ribera Alta,46053,Beneixida
Valencia/València,L'Horta Sud,46054,Benetússer
Valencia/València,La Safor,46055,Beniarjó
Valencia/València,La Vall d'Albaida,46056,Beniatjar
Valencia/València,La Vall d'Albaida,46057,Benicolet
Valencia/València,El Camp de Morvedre,46058,Benifairó de les Valls
Valencia/València,La Safor,46059,Benifairó de la Valldigna
Valencia/València,La Ribera Alta,46060,Benifaió
Valencia/València,La Safor,46061,Beniflá
Valencia/València,La Vall d'Albaida,46062,Benigànim
Valencia/València,La Ribera Alta,46063,Benimodo
Valencia/València,La Ribera Alta,46064,Benimuslem
Valencia/València,L'Horta Sud,46065,Beniparrell
Valencia/València,La Safor,46066,Benirredrà
Valencia/València,El Camp de Túria,46067,Benissanó
Valencia/València,La Vall d'Albaida,46068,Benissoda
Valencia/València,La Vall d'Albaida,46069,Benissuera
Valencia/València,El Camp de Túria,46070,Bétera
Valencia/València,La Canal de Navarrés,46071,Bicorp
Valencia/València,La Vall d'Albaida,46072,Bocairent
Valencia/València,La Canal de Navarrés,46073,Bolbaite
Valencia/València,L'Horta Nord,46074,Bonrepòs i Mirambell
Valencia/València,La Vall d'Albaida,46075,Bufali
Valencia/València,Los Serranos,46076,Bugarra
Valencia/València,La Hoya de Buñol,46077,Buñol
Valencia/València,L'Horta Nord,46078,Burjassot
Valencia/València,Los Serranos,46079,Calles
Valencia/València,La Plana de Utiel-Requena,46080,Camporrobles
Valencia/València,La Costera,46081,Canals
Valencia/València,El Camp de Morvedre,46082,Canet d'En Berenguer
Valencia/València,La Ribera Alta,46083,Carcaixent
Valencia/València,La Ribera Alta,46084,Càrcer
Valencia/València,La Ribera Alta,46085,Carlet
Valencia/València,La Vall d'Albaida,46086,Carrícola
Valencia/València,El Rincón de Ademuz,46087,Casas Altas
Valencia/València,El Rincón de Ademuz,46088,Casas Bajas
Valencia/València,El Camp de Túria,46089,Casinos
Valencia/València,La Vall d'Albaida,46090,Castelló de Rugat
Valencia/València,La Safor,46091,Castellonet de la Conquesta
Valencia/València,El Rincón de Ademuz,46092,Castielfabib
Valencia/València,La Ribera Alta,46093,Catadau
Valencia/València,L'Horta Sud,46094,Catarroja
Valencia/València,La Plana de Utiel-Requena,46095,Caudete de las Fuentes
Valencia/València,La Costera,46096,Cerdà
Valencia/València,El Valle de Cofrentes-Ayora,46097,Cofrentes
Valencia/València,La Ribera Baixa,46098,Corbera
Valencia/València,El Valle de Cofrentes-Ayora,46099,Cortes de Pallás
Valencia/València,La Ribera Alta,46100,Cotes
Valencia/València,El Camp de Morvedre,46101,Quart de les Valls
Valencia/València,L'Horta Sud,46102,Quart de Poblet
Valencia/València,El Camp de Morvedre,46103,Quartell
Valencia/València,La Vall d'Albaida,46104,Quatretonda
Valencia/València,La Ribera Baixa,46105,Cullera
Valencia/València,Los Serranos,46106,Chelva
Valencia/València,La Canal de Navarrés,46107,Chella
Valencia/València,La Plana de Utiel-Requena,46108,Chera
Valencia/València,La Hoya de Buñol,46109,Cheste
Valencia/València,L'Horta Sud,46110,Xirivella
Valencia/València,La Hoya de Buñol,46111,Chiva
Valencia/València,Los Serranos,46112,Chulilla
Valencia/València,La Safor,46113,Daimús
Valencia/València,Los Serranos,46114,Domeño
Valencia/València,La Hoya de Buñol,46115,Dos Aguas
Valencia/València,El Camp de Túria,46116,"Eliana, l'"
Valencia/València,L'Horta Nord,46117,Emperador
Valencia/València,La Canal de Navarrés,46118,Enguera
Valencia/València,La Ribera Alta,46119,"Énova, l'"
Valencia/València,El Camp de Morvedre,46120,Estivella
Valencia/València,La Costera,46121,Estubeny
Valencia/València,El Camp de Morvedre,46122,Faura
Valencia/València,La Ribera Baixa,46123,Favara
Valencia/València,La Vall d'Albaida,46124,Fontanars dels Alforins
Valencia/València,La Ribera Baixa,46125,Fortaleny
Valencia/València,L'Horta Nord,46126,Foios
Valencia/València,La Safor,46127,"Font d'en Carròs, la"
Valencia/València,La Costera,46128,"Font de la Figuera, la"
Valencia/València,La Plana de Utiel-Requena,46129,Fuenterrobles
Valencia/València,La Ribera Alta,46130,Gavarda
Valencia/València,La Safor,46131,Gandia
Valencia/València,La Costera,46132,"Genovés, el"
Valencia/València,Los Serranos,46133,Gestalgar
Valencia/València,El Camp de Morvedre,46134,Gilet
Valencia/València,L'Horta Nord,46135,Godella
Valencia/València,La Hoya de Buñol,46136,Godelleta
Valencia/València,La Costera,46137,"Granja de la Costera, la"
Valencia/València,La Vall d'Albaida,46138,Guadasséquies
Valencia/València,La Ribera Alta,46139,Guadassuar
Valencia/València,La Safor,46140,Guardamar de la Safor
Valencia/València,Los Serranos,46141,Higueruelas
Valencia/València,El Valle de Cofrentes-Ayora,46142,Jalance
Valencia/València,La Safor,46143,Xeraco
Valencia/València,El Valle de Cofrentes-Ayora,46144,Jarafuel
Valencia/València,La Costera,46145,Xàtiva
Valencia/València,La Safor,46146,Xeresa
Valencia/València,El Camp de Túria,46147,Llíria
Valencia/València,El Camp de Túria,46148,Loriguilla
Valencia/València,Los Serranos,46149,Losa del Obispo
Valencia/València,La Vall d'Albaida,46150,Llutxent
Valencia/València,La Costera,46151,Llocnou d'En Fenollet
Valencia/València,L'Horta Sud,46152,Llocnou de la Corona
Valencia/València,La Safor,46153,Llocnou de Sant Jeroni
Valencia/València,La Costera,46154,Llanera de Ranes
Valencia/València,La Ribera Baixa,46155,Llaurí
Valencia/València,La Ribera Alta,46156,Llombai
Valencia/València,La Costera,46157,"Llosa de Ranes, la"
Valencia/València,La Hoya de Buñol,46158,Macastre
Valencia/València,L'Horta Sud,46159,Manises
Valencia/València,La Ribera Alta,46160,Manuel
Valencia/València,El Camp de Túria,46161,Marines
Valencia/València,La Ribera Alta,46162,Massalavés
Valencia/València,L'Horta Nord,46163,Massalfassar
Valencia/València,L'Horta Nord,46164,Massamagrell
Valencia/València,L'Horta Sud,46165,Massanassa
Valencia/València,L'Horta Nord,46166,Meliana
Valencia/València,La Canal de Navarrés,46167,Millares
Valencia/València,La Safor,46168,Miramar
Valencia/València,L'Horta Sud,46169,Mislata
Valencia/València,La Costera,46170,Moixent/Mogente
Valencia/València,L'Horta Nord,46171,Moncada
Valencia/València,La Ribera Alta,46172,Montserrat
Valencia/València,La Vall d'Albaida,46173,Montaverner
Valencia/València,La Costera,46174,Montesa
Valencia/València,La Vall d'Albaida,46175,Montitxelvo/Montichelvo
Valencia/València,La Ribera Alta,46176,Montroi/Montroy
Valencia/València,L'Horta Nord,46177,Museros
Valencia/València,El Camp de Túria,46178,Nàquera/Náquera
Valencia/València,La Canal de Navarrés,46179,Navarrés
Valencia/València,La Costera,46180,Novetlè
Valencia/València,La Safor,46181,Oliva
Valencia/València,El Camp de Túria,46182,Olocau
Valencia/València,La Vall d'Albaida,46183,"Olleria, l'"
Valencia/València,La Vall d'Albaida,46184,Ontinyent
Valencia/València,La Vall d'Albaida,46185,Otos
Valencia/València,L'Horta Sud,46186,Paiporta
Valencia/València,La Safor,46187,Palma de Gandía
Valencia/València,La Safor,46188,Palmera
Valencia/València,La Vall d'Albaida,46189,"Palomar, el"
Valencia/València,L'Horta Nord,46190,Paterna
Valencia/València,Los Serranos,46191,Pedralba
Valencia/València,El Camp de Morvedre,46192,Petrés
Valencia/València,L'Horta Sud,46193,Picanya
Valencia/València,L'Horta Sud,46194,Picassent
Valencia/València,La Safor,46195,Piles
Valencia/València,La Vall d'Albaida,46196,Pinet
Valencia/València,La Ribera Baixa,46197,Polinyà de Xúquer
Valencia/València,La Safor,46198,Potries
Valencia/València,L'Horta Nord,46199,"Pobla de Farnals, la"
Valencia/València,La Vall d'Albaida,46200,"Pobla del Duc, la"
Valencia/València,El Rincón de Ademuz,46201,Puebla de San Miguel
Valencia/València,El Camp de Túria,46202,"Pobla de Vallbona, la"
Valencia/València,La Ribera Alta,46203,"Pobla Llarga, la"
Valencia/València,L'Horta Nord,46204,"Puig de Santa Maria, el"
Valencia/València,L'Horta Nord,46205,Puçol
Valencia/València,La Canal de Navarrés,46206,Quesa
